location,time_posted,Mileage,Vehicle_color,Price,Vehicle_condition,engine_size,year,gearbox,brand,model,car_body,fuel,horsepower
Sfax,a month ago,166000,Noir,34000,Avec kilométrage,>4.0L,2013,Manuelle,Ford,Fiesta,Compacte,Essence,5
Tunis,a month ago,167000,Blanc,47000,Avec kilométrage,1.2L,2014,Manuelle,Volkswagen,Golf 7,Compacte,Essence,5
Kairouan,a month ago,352000.0,,19000,,,2009.0,,Ford,Escort,,Diesel,10.0
La Manouba,a month ago,106,Noir,95000,Non dédouanné,1.5L,2020,Automatique,Honda,CR-V,4 x 4,Essence,10
Ariana,a month ago,130000,Blanc,32000,Avec kilométrage,1.6L,2023,Manuelle,Fiat,Doblo,Utilitaire,Essence,5
Tunis,a month ago,400000,Blanc,11800,Avec kilométrage,1.9L,2002,Automatique,Citroen,Jumpy,Utilitaire,Diesel,7
Sfax,a month ago,32875,Gris,999999,Avec kilométrage,1.9L,2018,Automatique,Land Rover,Range Rover Evoque,4 x 4,Diesel,8
Ariana,a month ago,12000,Blanc,175000,Avec kilométrage,1.4L,2020,Automatique,Audi,Q3,Autres,Essence,8
Ariana,a month ago,150000,Gris,110000,Avec kilométrage,2.0L,2014,Automatique,Mercedes-Benz,Classe C,Berline,Essence,14
Tunis,a month ago,187000,Noir,52000,Avec kilométrage,1.2L,2016,Manuelle,Seat,Leon ST,Compacte,Essence,6
Tunis,a month ago,138000,Blanc,72000,Avec kilométrage,1.2L,2017,Automatique,Volkswagen,Golf 7,Compacte,Essence,6
Ben Arous,a month ago,283000,Gris,35000,Avec kilométrage,1.6L,2010,Manuelle,Volkswagen,Golf 6,Berline,Essence,7
Ariana,a month ago,107000,Rouge,23500,,,2012,Manuelle,Citroen,C1,,Essence,4
Jendouba,a month ago,163000,Gris,26000,Avec kilométrage,1.2L,2015,Manuelle,Peugeot,208,Compacte,Essence,5
Ariana,a month ago,102000,Noir,46000,Avec kilométrage,1.2L,2014,Manuelle,Nissan,Juke,Compacte,Essence,5
Bizerte,a month ago,206000,Vert,65000,Avec kilométrage,2.5L,2024,Manuelle,Land Rover,Defender,4 x 4,Diesel,8
Ariana,a month ago,242000,Bleu,24702,Avec kilométrage,2.5L,2001,Manuelle,BMW,Serie 3,Berline,Essence,7
Tunis,a month ago,94000,Gris,73000,Nouveau,1.2L,2018,Automatique,Toyota,RAV 4,Autres,Essence,6
Sfax,a month ago,56000,Noir,38000,Avec kilométrage,1.4L,2018,Manuelle,MG,GT,Berline,Essence,6
Nabeul,a month ago,290,Gris,19000,,,,Manuelle,Citroen,C3,,Essence,
Tunis,a month ago,190972,Rouge,32000,Avec kilométrage,<1.0L,2018,Manuelle,Toyota,Yaris,Compacte,Essence,4
Ben Arous,a month ago,123000,Marron,35000,Avec kilométrage,1.6L,2010,Manuelle,Kia,Cerato,Berline,Essence,7
Ben Arous,a month ago,340000,Blanc,25500,Avec kilométrage,2.1L,2009,Manuelle,Volkswagen,Crafter,Utilitaire,Diesel,5
Ariana,a month ago,200000,Noir,43000,Avec kilométrage,1.4L,2009,Manuelle,Volkswagen,Golf,Berline,Essence,7
Tunis,a month ago,150000,Gris,120000,Nouveau,1.5L,2019,Manuelle,BMW,X1,4 x 4,Essence,4
Sfax,a month ago,20000,Noir,72000,Nouveau,1.2L,2022,Manuelle,Peugeot,2008,Autres,Essence,6
Tunis,a month ago,44000,Blanc,88000,Avec kilométrage,1.5L,2022,Automatique,Chery,Tiggo,4 x 4,Essence,9
Tunis,a month ago,203,Blanc,24900,Avec kilométrage,1.5L,2006,Automatique,Mercedes-Benz,Classe A,Compacte,Essence,6
Tunis,a month ago,120000,Blanc,31500,Avec kilométrage,1.2L,2015,Manuelle,Citroen,DS3,Compacte,Essence,5
Sousse,a month ago,240000,Gris,17800,Avec kilométrage,1.3L,2010,Manuelle,Chevrolet,Aveo,Berline,Essence,5
Ariana,a month ago,167000,Noir,140000,RS,1.6L,2018,Automatique,Mercedes-Benz,Classe E,Berline,Essence,9
Monastir,a month ago,117000,Autre,48000,Nouveau,<1.0L,2019,Manuelle,Renault,Clio,Compacte,Essence,5
Tunis,a month ago,269000,Jaune,29000,Avec kilométrage,1.6L,2018,Manuelle,Peugeot,208,Compacte,Diesel,5
La Manouba,a month ago,247000,Noir,23000,Avec kilométrage,1.2L,2015,Manuelle,Peugeot,301,Berline,Essence,5
Tunis,a month ago,226.000,Blanc,43000,Avec kilométrage,2.1L,2018,Automatique,Ford,Focus,Utilitaire,Essence,7
Mahdia,a month ago,118000,Marron,98000,Nouveau,1.5L,2021,Manuelle,Peugeot,3008,4 x 4,Diesel,6
Bizerte,a month ago,100000,Noir,52000,Avec kilométrage,1.2L,2019,Manuelle,Citroen,C4 Aircross,Berline,Essence,4
La Manouba,a month ago,141600,Blanc,70000,Avec kilométrage,2.0L,2018,Manuelle,Mahindra,Hover,4 x 4,Diesel,9
Médenine,a month ago,130000,Gris,31000,Nouveau,1.2L,2018,Manuelle,Citroen,C-Elysée,Berline,Essence,5
Nabeul,a month ago,239000,Blanc,64500,Avec kilométrage,1.5L,2014,Automatique,Mercedes-Benz,Classe A,Compacte,Diesel,5
Ariana,a month ago,300,Blanc,25000,Avec kilométrage,1.6L,2015,Manuelle,Volkswagen,Caddy,Autres,Diesel,5
Sfax,a month ago,214000,Noir,24500,Avec kilométrage,1.2L,2015,Manuelle,Seat,Ibiza,Berline,Essence,5
Tunis,a month ago,100000,Noir,37000,Avec kilométrage,3.0L,2016,Manuelle,Renault,Clio,Compacte,Essence,5
Sousse,a month ago,113000,Rouge,31000,Nouveau,3.0L,2019,Manuelle,Mahindra,Hover,Autres,Essence,00
Sfax,a month ago,160000,Noir,46000,Avec kilométrage,2.7L,2012,Automatique,Mazda,CX-9,Berline,Essence,20
Nabeul,a month ago,254135,Noir,17000,Avec kilométrage,1.2L,2004,Manuelle,Volkswagen,Polo,Berline,Essence,5
Tunis,a month ago,370000,Gris,27500,Avec kilométrage,1.6L,2011,Manuelle,Peugeot,407,Berline,Diesel,6
Nabeul,a month ago,307000,Beige,32000,Avec kilométrage,1.4L,2015,Manuelle,Volkswagen,Polo,Berline,Essence,5
Ben Arous,a month ago,160000,Gris,30000,Avec kilométrage,1.2L,2018,Manuelle,Chery,A3,Cabriolet,Essence,7
Ariana,a month ago,137000,Blanc,89900,Avec kilométrage,1.3L,2020,Automatique,Mercedes-Benz,Classe A,Berline,Essence,7
Tunis,a month ago,25000,Bleu,59500,Avec kilométrage,1.2L,2021,Manuelle,Hyundai,I 20,Berline,Essence,5
Ariana,a month ago,150,Blanc,38000,Nouveau,2.6L,2016,Manuelle,Citroen,Jumper,Autres,Diesel,7
Ben Arous,a month ago,35000,Noir,56000,Avec kilométrage,<1.0L,2022,Manuelle,Volkswagen,Polo,Compacte,Essence,4
Nabeul,a month ago,127000,Noir,90000,Nouveau,2.0L,2015,Automatique,BMW,Serie 4,Berline,Essence,10
Kairouan,2 months ago,336.000,Bleu,21000,Avec kilométrage,2.5L,2003,Manuelle,Nissan,Navara,Pick up,Diesel,10
Jendouba,2 months ago,193000,Noir,37000,Avec kilométrage,1.2L,2016,Manuelle,Dacia,Logan MCV,Berline,Essence,5
Sfax,2 months ago,56000,Noir,38000,Avec kilométrage,1.4L,2018,Manuelle,MG,GT,Berline,Essence,6
Ben Arous,2 months ago,117,Blanc,999999,Avec kilométrage,<1.0L,2018,Manuelle,Volkswagen,Golf 7,Compacte,Essence,6
Ben Arous,2 months ago,29000,Noir,117000,Nouveau,1.5L,2023,Automatique,Haval,H6,4 x 4,Essence,5
Tunis,2 months ago,283000,Blanc,17500,Avec kilométrage,1.2L,2009,Manuelle,Renault,Symbol,Autres,Essence,5
Monastir,2 months ago,100000,Autre,140000,Avec kilométrage,1.5L,2020,Automatique,Mercedes-Benz,Classe CLA,Berline,Essence,7
Ben Arous,2 months ago,230000,Autre,24000,Avec kilométrage,>4.0L,2012,Manuelle,Ford,Fiesta,Compacte,Essence,5
Sfax,2 months ago,250000,Gris,12000,Avec kilométrage,1.5L,2000,Manuelle,Fiat,Palio,Autres,Essence,4
Ariana,2 months ago,249000,Bleu,28000,Avec kilométrage,>4.0L,2015,Manuelle,Toyota,Avensis,Autres,Essence,0
Sfax,2 months ago,112000,Rouge,39500,Avec kilométrage,,2018,Manuelle,Renault,Clio,,Essence,5
Ben Arous,2 months ago,170000,Gris,23000,Avec kilométrage,1.4L,2009,Manuelle,Renault,Symbol,Autres,Essence,5
Tunis,2 months ago,192000,Noir,23500,Avec kilométrage,1.3L,2009,Manuelle,Ford,Fiesta,Compacte,Essence,5
Nabeul,2 months ago,20000,Gris,40000,Nouveau,1.2L,2021,Automatique,Toyota,Aygo,Autres,Essence,4
Ariana,2 months ago,96000,Noir,71000,Avec kilométrage,1.2L,2017,Automatique,Nissan,Qashqai,Autres,Essence,7
Ben Arous,2 months ago,121000,Gris,95000,Avec kilométrage,,2013,Automatique,Mitsubishi,,4 x 4,Essence,9
Monastir,2 months ago,249000,Gris,31500,Avec kilométrage,1.5L,2012,Manuelle,Renault,Megane,Berline,Diesel,5
Ariana,2 months ago,83000,Blanc,44500,Avec kilométrage,1.5L,2019,Manuelle,Honda,City,Berline,Essence,7
Jendouba,2 months ago,163000,Gris,27000,Avec kilométrage,1.2L,2015,Manuelle,Peugeot,208,Compacte,Essence,5
Ariana,2 months ago,275000,Blanc,65000,Avec kilométrage,2.5L,2017,Manuelle,Mazda,BT-50,Pick up,Diesel,9
Ariana,2 months ago,231000,Noir,40000,Avec kilométrage,2.0L,2016,Automatique,Ssangyong,Actyon,4 x 4,Diesel,7
Ben Arous,2 months ago,156000,Noir,75000,Avec kilométrage,2.0L,2015,Automatique,Toyota,RAV 4,4 x 4,Essence,9
Tunis,2 months ago,317000,Noir,35000,Avec kilométrage,3.0L,2007,Manuelle,Nissan,Navara,Pick up,Diesel,8
Jendouba,2 months ago,290000,Gris,22000,Avec kilométrage,1.4L,2008,Manuelle,Peugeot,308 SW,Autres,Essence,1.4
Ariana,2 months ago,151000,Beige,39000,Avec kilométrage,1.2L,2017,Manuelle,Ford,Fiesta,Berline,Essence,5
Nabeul,2 months ago,307000,Blanc,68000,Avec kilométrage,2.2L,2012,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Diesel,7
Siliana,2 months ago,187524,Gris,123456,Avec kilométrage,1.3L,2010,Manuelle,Fiat,Pinto,Compacte,Essence,5
La Manouba,2 months ago,198000,Noir,28000,Avec kilométrage,1.4L,2013,Manuelle,Alfa Romeo,Mito,Berline,Essence,6
Jendouba,2 months ago,90000,Rouge,110000,Non dédouanné,1.5L,2018,Manuelle,mini,Country Man,4 x 4,Essence,102
Nabeul,2 months ago,220000,Noir,30000,Avec kilométrage,2.0L,2006,Automatique,Audi,A4,Autres,Diesel,7
Sousse,2 months ago,150000,Blanc,208000,Avec kilométrage,2.0L,2018,Automatique,Mercedes-Benz,Classe GLC,Compacte,Hybride essence,10
Tunis,2 months ago,27800,Gris,109000,Avec kilométrage,1.4L,2023,Automatique,Seat,Altea,Autres,Essence,8
Ben Arous,2 months ago,64000,Autre,33000,Nouveau,<1.0L,2019,Manuelle,Mahindra,Hover,Autres,Essence,3
Ariana,2 months ago,93000,Noir,30000,Avec kilométrage,<1.0L,2019,Manuelle,Peugeot,208,Compacte,Essence,4
Tunis,2 months ago,164,Rouge,22000,,,,,,,,,
Ariana,2 months ago,315000,Gris,21500,Avec kilométrage,1.6L,2011,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,6
Nabeul,2 months ago,200,Gris,145000,Avec kilométrage,2.3L,2012,Automatique,Mercedes-Benz,Classe ML,4 x 4,Diesel,12
Bizerte,2 months ago,135474,Blanc,34000,Avec kilométrage,1.4L,2017,Manuelle,BYD,F3,Monospace,Essence,7
Sfax,2 months ago,267000,Noir,32000,Avec kilométrage,1.5L,2011,Manuelle,Nissan,Qashqai,Autres,Diesel,6
La Manouba,2 months ago,113000,Rouge,38000,Nouveau,1.5L,2018,Manuelle,Renault,Clio,Compacte,Essence,5
Ben Arous,2 months ago,147000,Beige,51500,Avec kilométrage,1.2L,2015,Manuelle,Audi,A3,Berline,Essence,5
Sfax,2 months ago,312000,Blanc,27500,Nouveau,1.4L,2004,Manuelle,Peugeot,Partner,Autres,Essence,6
Sfax,2 months ago,240000,Bleu,13000,Avec kilométrage,1.4L,1999,Manuelle,Volkswagen,Polo,Autres,Essence,4
Tunis,2 months ago,20000,Blanc,135000,Nouveau,1.4L,2021,Automatique,Volkswagen,Golf,Berline,Hybride essence,245
Mahdia,2 months ago,300000,Autre,85000,Avec kilométrage,2.0L,2011,Automatique,Audi,Q5,4 x 4,Diesel,10
Monastir,2 months ago,500,Gris,15000,Avec kilométrage,1.1L,2001,Manuelle,Opel,Astra,Autres,Essence,5
Ariana,2 months ago,35000,Gris,125000,Nouveau,1.6L,2022,Automatique,Peugeot,3008,4 x 4,Essence,9
Bizerte,2 months ago,2000,Argent,11111,Avec kilométrage,1.7L,2006,Manuelle,Opel,Astra,Berline,Diesel,6
Monastir,2 months ago,66000,Autre,72000,Nouveau,1.2L,2020,Manuelle,Seat,Leon,Berline,Essence,6
Sfax,2 months ago,101500,Blanc,38999,Avec kilométrage,1.6L,2018,Manuelle,Chevrolet,Cruze,Berline,Essence,7
Nabeul,2 months ago,110,Blanc,55000,Nouveau,1.5L,2021,Automatique,Autres,Autres,Berline,Essence,6
Sidi Bouzid,2 months ago,79000,Noir,69000,Nouveau,1.6L,2021,Automatique,Skoda,Fabia,Compacte,Essence,6
Ben Arous,2 months ago,140,Rouge,32800,Nouveau,<1.0L,2017,Manuelle,Skoda,,Compacte,Essence,
Bizerte,2 months ago,300000,Gris,17500,Avec kilométrage,1.8L,1991,Manuelle,Audi,80,Berline,Essence,7
Tunis,2 months ago,160,Autre,60000,Avec kilométrage,1.6L,2012,Manuelle,Kia,Sportage,Berline,Essence,7
Tunis,2 months ago,317682,Gris,38000,Avec kilométrage,1.7L,2016,Manuelle,Renault,Fluence,Berline,Essence,7
Tunis,2 months ago,348000,Bleu,14500,Avec kilométrage,1.4L,1997,Manuelle,Peugeot,106,Berline,Essence,4
Sfax,2 months ago,360,Rouge,1111,Avec kilométrage,1.2L,1994,Manuelle,Renault,19,Berline,Essence,6
Sfax,2 months ago,97000,Gris,90000,Avec kilométrage,2.0L,2021,Automatique,Skoda,Octavia,Berline,Diesel,8
Tunis,2 months ago,144000,Gris,31000,Avec kilométrage,1.2L,2016,Manuelle,Chevrolet,Spark,,Essence,5
Ariana,2 months ago,179700,Bleu,53000,Avec kilométrage,1.2L,2020,Manuelle,Kia,Rio,Monospace,Essence,5
Ariana,2 months ago,80000,Gris,24000,Avec kilométrage,1.6L,2010,Manuelle,Kia,Cerato,Compacte,Essence,7
Ariana,2 months ago,24000,Gris,52500,Nouveau,1.2L,2023,Manuelle,Dacia,Logan MCV,Autres,Essence,999999999
Le Kef,2 months ago,225999,Bleu,32000,Avec kilométrage,1.6L,2013,Manuelle,Toyota,Avensis,Compacte,Essence,06
Tunis,2 months ago,247000,Blanc,22006,Avec kilométrage,<1.0L,2000,Manuelle,Volkswagen,Polo,Compacte,Essence,4
Ariana,2 months ago,200000,Noir,60000,Avec kilométrage,3.2L,2006,Automatique,Porsche,Cayenne,4 x 4,Essence,19
Tunis,2 months ago,98000,Noir,53000,Nouveau,1.2L,2020,Manuelle,Kia,Rio,Compacte,Essence,5
Médenine,2 months ago,26800,Blanc,71000,Nouveau,<1.0L,2023,Manuelle,Fiat,Doblo,Autres,Essence,6
La Manouba,2 months ago,186000,Gris,35000,Nouveau,1.6L,2016,Manuelle,Mazda,2,Berline,Essence,6
Tunis,2 months ago,107000,Noir,60000,Avec kilométrage,1.5L,2014,Automatique,Mercedes-Benz,Classe A,Compacte,Essence,7
Ariana,2 months ago,77000,Noir,32500,Nouveau,<1.0L,2019,Manuelle,Peugeot,208,Autres,Essence,4
Tunis,2 months ago,41,Noir,39500,Nouveau,1.2L,2019,Manuelle,Citroen,C3,Autres,Essence,4
Sfax,2 months ago,72000,Noir,90000,Avec kilométrage,1.4L,2016,Automatique,Audi,Q3,4 x 4,Essence,8
Sidi Bouzid,2 months ago,305,Noir,22500,Avec kilométrage,1.4L,2006,Manuelle,Renault,Megane,Berline,Essence,6
Sousse,2 months ago,255000,Noir,43500,Nouveau,1.6L,2016,Automatique,Ssangyong,Tivoli,Autres,Essence,5
Tunis,2 months ago,600000,Jaune,27000,Avec kilométrage,3.0L,2017,Manuelle,Peugeot,208,Compacte,Diesel,4
Tunis,2 months ago,600000,Jaune,27000,Avec kilométrage,3.0L,2017,Manuelle,Peugeot,208,Autres,Diesel,4
Gabès,2 months ago,130000,Beige,20000,Avec kilométrage,<1.0L,2014,Manuelle,Peugeot,301,Berline,Essence,5
Ben Arous,2 months ago,170000,Noir,48000,Avec kilométrage,1.8L,2015,Manuelle,Audi,A4,Berline,Essence,7
Ariana,2 months ago,57000,Noir,38000,Avec kilométrage,<1.0L,2015,Manuelle,Renault,Clio,Berline,Essence,5
Tunis,2 months ago,263,Gris,24000,Avec kilométrage,1.5L,2015,Manuelle,Dacia,Dokker,Pick up,Diesel,6
Ariana,2 months ago,30000,Noir,91000,Avec kilométrage,1.5L,2021,Automatique,Haval,jolion,4 x 4,Essence,9
Ariana,2 months ago,227000,Gris,47500,Avec kilométrage,1.5L,2018,Automatique,Haval,H6,4 x 4,Essence,9
La Manouba,2 months ago,293000,Noir,20700,Nouveau,1.4L,2006,Manuelle,Renault,Megane,Autres,Essence,6
Ariana,2 months ago,137000,Noir,119500,Avec kilométrage,1.6L,2017,Automatique,Mercedes-Benz,Classe C,Berline,Essence,8
Médenine,2 months ago,350000,Blanc,13000,Avec kilométrage,1.9L,2003,Manuelle,Peugeot,Partner,Compacte,Diesel,7
Tunis,2 months ago,26000,Noir,174000,Avec kilométrage,1.6L,2021,Automatique,Mercedes-Benz,Classe C,Autres,Essence,8
Sousse,2 months ago,76000,Blanc,55000,Avec kilométrage,<1.0L,2021,Manuelle,Renault,Clio,Berline,Essence,4
Ariana,2 months ago,200000,Noir,30000,Avec kilométrage,1.2L,20218,Manuelle,Opel,Corsa,Compacte,Essence,5
Ben Arous,2 months ago,20000,Argent,125000,Avec kilométrage,1.4L,2023,Automatique,Volkswagen,Golf,Compacte,Essence,8
Médenine,2 months ago,122000,Gris,22000,Nouveau,1.2L,2007,Manuelle,Ford,Fiesta,Compacte,Essence,5
Ariana,2 months ago,300000,Gris,12000,Avec kilométrage,1.6L,1999,Manuelle,Ford,Focus,Berline,Essence,6
Gafsa,2 months ago,300000,Gris,23500,Avec kilométrage,1.5L,2008,Manuelle,Renault,Megane,Compacte,Diesel,6
Nabeul,2 months ago,167000,Noir,41500,Nouveau,2.0L,2012,Manuelle,Renault,Capture,4 x 4,Essence,6
Monastir,2 months ago,270,Camel,23000,Avec kilométrage,3.0L,,Manuelle,Nissan,Micra,Autres,Essence,
Kasserine,2 months ago,300000,Blanc,12345,Avec kilométrage,3.0L,2008,Manuelle,Nissan,Urvan,Compacte,Diesel,10
Médenine,2 months ago,190000,Blanc,38500,Avec kilométrage,1.6L,2014,Manuelle,Peugeot,Partner,Utilitaire,Diesel,5
Sfax,2 months ago,200000,Noir,50000,Avec kilométrage,1.8L,2006,Manuelle,Nissan,Navara,Pick up,Diesel,8
Béja,2 months ago,3000000,Gris,14000,Avec kilométrage,2.2L,1997,Manuelle,Renault,Laguna,Berline,Diesel,6
Ben Arous,2 months ago,135000,Marron,28500,Avec kilométrage,1.2L,2017,Manuelle,Honda,Brio Amaze,Berline,Essence,5
Tunis,2 months ago,165000,Gris,39500,Avec kilométrage,1.6L,2017,Manuelle,Volkswagen,Caddy,Compacte,Diesel,1.6
Ariana,2 months ago,53000,Noir,40000,Avec kilométrage,1.5L,5,Manuelle,Chery,Tiggo,Autres,Essence,6
Sousse,2 months ago,35000,Gris,96000,Avec kilométrage,,2023,Automatique,Skoda,,Autres,Essence,
Ben Arous,2 months ago,155000,Noir,53000,Avec kilométrage,1.7L,2013,Manuelle,BMW,Serie 1,Compacte,Essence,7
Tunis,2 months ago,306000,Autre,26000,Avec kilométrage,1.6L,2011,Manuelle,Renault,Megane CC,Autres,Diesel,5
Mahdia,2 months ago,470,Gris,28500,Avec kilométrage,2.8L,1998,Manuelle,Mitsubishi,Pajero Sport,4 x 4,Diesel,2.8
Médenine,2 months ago,123000,Gris,88000,Non dédouanné,1.6L,2019,Automatique,Peugeot,3008,Monospace,Diesel,6
Médenine,2 months ago,289,Gris,26000,Avec kilométrage,1.4L,2015,Manuelle,Citroen,Nemo,Autres,Diesel,6
Ariana,2 months ago,26000,Noir,174000,Nouveau,1.5L,2021,Automatique,Mercedes-Benz,Classe C,Berline,Essence,8
Monastir,2 months ago,117000,Autre,48000,Nouveau,<1.0L,2019,Manuelle,Renault,Clio,Compacte,Essence,5
Ben Arous,2 months ago,39000,Noir,220000,Avec kilométrage,2.2L,2021,Automatique,Kia,Sorento,4 x 4,Diesel,12
Ben Arous,2 months ago,270000,Gris,24500,Avec kilométrage,1.2L,2010,Manuelle,Fiat,Punto,Compacte,Essence,4
La Manouba,2 months ago,500000,Blanc,37000,Avec kilométrage,>4.0L,2010,Manuelle,Iveco,Daily,Compacte,Diesel,10
Sousse,2 months ago,123000,Noir,43000,RS,1.5L,2015,Manuelle,Dacia,Logan,Berline,Diesel,4
Ariana,2 months ago,170000,Gris,51500,Avec kilométrage,1.6L,2016,Automatique,Ssangyong,Tivoli,Compacte,Essence,7
Tataouine,2 months ago,35265,Noir,120000,Nouveau,1.5L,2022,Automatique,Peugeot,3008,4 x 4,Essence,7
Sfax,2 months ago,224000,Argent,36000,Avec kilométrage,2.0L,2006,Automatique,Mercedes-Benz,Classe E,Berline,Essence,11
Sfax,2 months ago,93000,Blanc,34000,Avec kilométrage,1.5L,2018,Manuelle,Chery,A3,Compacte,Essence,6
Sfax,2 months ago,56000,Noir,38000,Avec kilométrage,1.4L,2018,Manuelle,MG,GT,Berline,Essence,6
Nabeul,2 months ago,335000,Noir,23000,Avec kilométrage,1.4L,2010,Manuelle,Ford,Focus C-MAX,Berline,Essence,6
Jendouba,2 months ago,272000,Blanc,90000,Nouveau,2.0L,2013,Automatique,BMW,Serie 5,Berline,Essence,10
Ariana,2 months ago,84000,Blanc,53000,Avec kilométrage,1.2L,2018,Manuelle,Kia,Rio,Berline,Essence,5
Jendouba,2 months ago,240,Noir,39000,Avec kilométrage,1.4L,2010,Manuelle,Volkswagen,Golf 6,Berline,Essence,5
Ariana,2 months ago,80000,Blanc,152000,Avec kilométrage,2.4L,2020,Manuelle,Toyota,Hilux,Pick up,Diesel,8
Bizerte,2 months ago,190000,Bleu,18300,Avec kilométrage,1.2L,2000,Manuelle,Ford,Fiesta,Compacte,Essence,5
Sfax,2 months ago,154000,Gris,28500,Avec kilométrage,1.6L,2018,Manuelle,Dacia,Dokker,Utilitaire,Diesel,6
La Manouba,2 months ago,500000,Jaune,45000,Avec kilométrage,1.7L,2019,Manuelle,Toyota,Hi Ace,Compacte,Diesel,10
Kasserine,2 months ago,80000,Blanc,12345,Nouveau,1.4L,2022,Automatique,Chery,Tiggo,4 x 4,Essence,9
Sidi Bouzid,2 months ago,780000,Blanc,23000,Avec kilométrage,>4.0L,2005,Manuelle,Fiat,Scudo,Autres,Diesel,8
Gabès,2 months ago,58000,Gris,80000,Avec kilométrage,1.6L,2020,Manuelle,Nissan,Juke,Compacte,Essence,115
Sousse,2 months ago,390000,Gris,21000,Avec kilométrage,1.6L,2012,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,7
Ariana,2 months ago,50000,Noir,135000,Avec kilométrage,1.8L,2021,Automatique,Mercedes-Benz,Classe CLA,Berline,Essence,7
Ariana,2 months ago,96000,Noir,37000,Avec kilométrage,3.0L,2017,Manuelle,Citroen,C3,Berline,Essence,4
Ben Arous,2 months ago,41600,Rouge,61000,Avec kilométrage,1.2L,2021,Manuelle,Peugeot,208,Compacte,Essence,5
Nabeul,2 months ago,273,Gris,19800,Avec kilométrage,1.5L,2008,Manuelle,Renault,Megane,Autres,Diesel,5
Ben Arous,2 months ago,360,Gris,18500,Avec kilométrage,3.0L,2009,Manuelle,Chevrolet,Aveo,Autres,Essence,6
Sfax,2 months ago,380000,Gris,37000,Avec kilométrage,2.5L,2009,Manuelle,Mazda,BT-50,4 x 4,Diesel,10
Tunis,2 months ago,29000,Blanc,256000,Nouveau,2.0L,2021,Automatique,Mercedes-Benz,Classe GLC,Autres,Hybride,12
Sousse,2 months ago,217,Gris,16900,Avec kilométrage,1.6L,2009,Manuelle,Fiat,Punto,Utilitaire,Essence,2
Bizerte,2 months ago,156000,Noir,120000,Avec kilométrage,3.2L,2005,Automatique,Porsche,Cayenne,Berline,Essence,19
Tunis,2 months ago,200,Rouge,19200,Avec kilométrage,1.2L,2011,Manuelle,Renault,Clio,Berline,Essence,5
Tunis,2 months ago,7000,Noir,138000,Nouveau,1.5L,2023,Automatique,Nissan,Qashqai,Autres,Hybride,8
Tunis,2 months ago,51000,Noir,125000,Nouveau,1.4L,2021,Automatique,Volkswagen,Passat,Berline,Essence,8
Nabeul,2 months ago,120000,Noir,29500,Avec kilométrage,1.1L,2011,Automatique,Smart,ForTwo,Compacte,Essence,5
Monastir,2 months ago,50000,Rouge,38500,Avec kilométrage,1.2L,2023,Manuelle,Mahindra,Hover,Autres,Essence,6
Sfax,2 months ago,80000,Gris,21500,Avec kilométrage,1.4L,2006,Manuelle,Renault,Megane,Compacte,Essence,6
Tunis,2 months ago,137000,Noir,120000,Avec kilométrage,1.8L,2017,Automatique,Mercedes-Benz,Classe C,Berline,Essence,8
Tunis,2 months ago,126500,Noir,55000,Non dédouanné,1.8L,2019,Manuelle,Mercedes-Benz,Classe C,Berline,Diesel,122
Siliana,2 months ago,32000,Noir,38000,Avec kilométrage,1.2L,2020,Manuelle,Citroen,C3,Compacte,Essence,4
Le Kef,2 months ago,152000,Rouge,260000,Avec kilométrage,1.2L,2012,Manuelle,Fiat,Albea,Compacte,Essence,4
Tunis,2 months ago,154000,Blanc,27000,Avec kilométrage,1.2L,2017,Manuelle,Nissan,Micra,Berline,Essence,5
Ben Arous,2 months ago,270000,Gris,45000,Non dédouanné,1.6L,2013,Automatique,Mercedes-Benz,Classe C,Berline,Diesel,7
Kasserine,2 months ago,222,Noir,111111,Avec kilométrage,1.5L,2004,Manuelle,Ford,ECOSPORT,Compacte,Essence,11111
Bizerte,2 months ago,130000,Noir,24000,Avec kilométrage,1.2L,2008,Manuelle,Renault,Clio,Compacte,Essence,4
Sousse,2 months ago,142000,Noir,44900,Avec kilométrage,1.2L,2015,Manuelle,Peugeot,308,Compacte,Essence,5
Tunis,2 months ago,62000,Gris,46000,Avec kilométrage,<1.0L,2020,Manuelle,Seat,Ibiza,Compacte,Essence,4
Ben Arous,2 months ago,220000,Noir,21000,Avec kilométrage,,2014,Manuelle,Peugeot,301,,Essence,4
Ariana,2 months ago,67000,Gris,28000,Avec kilométrage,3.0L,2014,Manuelle,Citroen,C-Elysée,Compacte,Essence,5
